Solved,Solution,Fitness,Population,Iterations,Elapsed Time,Initial Solution,Standard Deviation,Initial Population,Tolerance,Maximum Iterations,
True,[ 0.045086 ],6.38778e-08,30,25,0.0006562,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0455927 ],4.42049e-09,30,27,0.000868,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0471712 ],1.5826e-08,30,29,0.0009466,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0478194 ],3.44994e-10,30,27,0.0010441,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.047009 ],3.04998e-08,30,30,0.00138,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0491958 ],9.30425e-08,30,29,0.0019189,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.049212 ],4.85068e-08,30,31,0.002193,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.048788 ],3.40417e-08,30,32,0.0026798,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0280856 ],1.86484e-09,30,24,0.0008185,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0385587 ],1.77749e-08,30,26,0.0009945,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ -0.00156463 ],9.11201e-09,30,25,0.0011176,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0591291 ],4.19687e-08,30,25,0.0011413,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.067764 ],4.55467e-08,30,25,0.0012239,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0623079 ],4.13894e-08,30,28,0.0017008,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.064444 ],3.05218e-08,30,26,0.0018718,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0657259 ],2.49381e-12,30,34,0.0031206,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0450874 ],5.89349e-08,30,26,0.0007993,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0455929 ],9.86529e-10,30,24,0.0012685,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0471713 ],3.89156e-08,30,27,0.0014408,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0478192 ],1.51005e-08,30,25,0.0014573,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.047009 ],3.259e-08,30,29,0.0013464,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0491957 ],6.13495e-11,30,33,0.0033528,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0492119 ],9.96828e-08,30,24,0.0016225,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0487881 ],1.85465e-09,30,29,0.0029748,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.103528 ],6.95525e-08,30,21,0.000789,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0665818 ],6.0467e-08,30,22,0.0010276,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0687117 ],3.42644e-12,30,25,0.0012096,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0397257 ],5.30927e-09,30,24,0.0011777,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0321823 ],6.06624e-08,30,28,0.0016997,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.044242 ],1.42427e-08,30,34,0.0022703,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0512967 ],8.30914e-09,30,28,0.0021516,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
True,[ 0.0604982 ],7.51163e-08,30,28,0.0023953,[ 0.05 ],[ 0.7 ],30,1e-07,200,Crossover Rate,0.6,Mutation Scale Factor,1
